LOT_ID,WAFER_ID,GFA_ID,GFA_Class,GFA_CentX,GFA_CentY,GFA_AREA,GFA_LEN,GFA_DIST,GFA_NUM,GFA_IsLin,GFA_RadDist
L9203860,713,0,0,,,,,,,,
L9253690,300,0,0,,,,,,,,
L9253690,300,1,1,96.73899528124997,-32.66467627343749,58.4241162079436,24.941797934076863,102.10491802099533,128.0,0.0,
L9253690,301,0,0,,,,,,,,
L9253190,403,0,0,,,,,,,,
L9253190,403,1,2,-117.59112548148144,-29.56720422222222,6.919036546037,6.607979840062844,121.25136022956654,27.0,,
L9253190,404,0,0,,,,,,,,
L9253190,404,1,2,9.868029333333334,-54.75237516666667,0.02486360365449558,6.695173493122488,55.63452695327735,6.0,,
L9276980,232,0,0,,,,,,,,
L9276980,233,0,0,,,,,,,,
L9274460,126,0,0,,,,,,,,
L9274460,126,1,2,0.20003800000000005,-1.8064013703703696,73.79141218431852,17.615137130128648,1.8174435650990513,27.0,,
L9274460,127,0,0,,,,,,,,
L9274460,127,1,2,-12.607806875000001,-132.654795,92.39369610615609,18.24209703038528,133.2525850807005,8.0,,
L9274460,127,2,2,-0.47676391666666623,11.173246916666665,78.21502944164399,19.433531513002674,11.183414080370827,12.0,,
L9274460,127,4,1,124.9781172857143,23.719905142857147,23.96585361810807,11.975425703796295,127.20913371400617,7.0,1.0,123.76572814159704
L9274380,633,0,0,,,,,,,,
L9274380,634,0,0,,,,,,,,
L9274380,634,1,2,-72.73282333333334,85.18273766666667,0.023067402901998928,1.7750628032959797,112.00965309483836,9.0,,
L9274380,634,2,1,39.252429625000005,-34.6430014375,44.64044294079655,18.28253219661571,52.353517360958705,16.0,1.0,50.00539357644181
L9275670,574,0,0,,,,,,,,
L9275670,574,2,1,-23.44488777777778,-138.4775676666667,14.501224645712426,13.921178881353582,140.44820935059602,9.0,1.0,132.2234529035333
L9275670,575,0,0,,,,,,,,
L9163660,126,0,0,,,,,,,,
L9163660,126,1,2,82.12925552755908,-60.80202837795274,0.8714859500925003,2.3243118137257226,102.18660023889856,127.0,,
L9163660,127,0,0,,,,,,,,
L9173330,300,0,0,,,,,,,,
L9173330,300,1,2,-0.37081479999999994,3.5973597000000006,31.834043487806,9.040363372819037,3.6164209416331965,10.0,,
L9173330,301,0,0,,,,,,,,
L9173330,301,1,1,-52.552475099999995,-5.6309895999999995,0.7956265170909906,7.202793209166844,52.853293965574444,10.0,1.0,50.073225849530125
L9250490,692,0,0,,,,,,,,
L9250490,693,0,0,,,,,,,,
L9250490,693,1,1,118.05489753939848,-24.44467429011463,52.341158333403506,21.554358211258936,120.55911800518311,2792.0,1.0,105.87443157053093
L9254020,696,0,0,,,,,,,,
L9254020,696,1,1,142.8795298888889,27.072011777777774,6.7204488546019405,9.10448581654829,145.42164172834123,9.0,0.0,
L9254020,697,0,0,,,,,,,,
L9254020,697,2,2,128.5218775,-67.34309724999999,1.9178004276070089,2.779210877332256,145.09640155203007,8.0,,
L9254020,698,0,0,,,,,,,,
L9254020,699,0,0,,,,,,,,
L9254020,699,1,2,-39.22623907623321,-115.86577334977586,35.05095743763603,12.276700885419213,122.32569340088547,446.0,,
L9226360,745,0,0,,,,,,,,
L9226360,745,2,1,25.922160875763744,-121.53837190020379,2.884282496799486,20.8498017328068,124.27201723888295,491.0,1.0,13.821678849153828
L9226360,746,0,0,,,,,,,,
L9226010,764,0,0,,,,,,,,
L9226010,765,0,0,,,,,,,,
L9226010,765,1,2,1.7947579999999999,-2.9224406666666667,2.6536876395540006,2.067376997187741,3.4295503683064794,6.0,,
L9226010,767,0,0,,,,,,,,
L9225230,492,0,0,,,,,,,,
L9225230,493,0,0,,,,,,,,
L9225230,493,1,1,38.993958000000006,37.203419749999995,0.6469916959589992,6.058150006538713,53.89455632622328,8.0,1.0,52.75115717113023
L9225230,493,2,1,79.73237353846154,-72.33478775,38.62445611492473,39.42565799108616,107.65487870465654,52.0,1.0,51.23851131049495
L9225230,494,0,0,,,,,,,,
L9225230,495,0,0,,,,,,,,
L9225230,495,1,2,-54.404574100000005,119.5311774,13.622974535430622,19.10889917755077,131.3299663200774,10.0,,
L9221150,377,0,0,,,,,,,,
L9221150,378,0,0,,,,,,,,
L9222210,457,0,0,,,,,,,,
L9222210,457,1,1,-118.44745437499999,32.54077825,4.923220990846024,10.121153821756943,122.83607652897979,8.0,0.0,
L9222210,458,0,0,,,,,,,,
L9222210,458,2,2,81.02105295285084,-62.812294995065706,1.051938470457,1.233960445524905,102.5172932930626,1824.0,,
L9222210,458,3,2,124.021553,0.4289720000000001,0.3191613557440021,2.436829235241591,124.02229487277113,6.0,,
L9253780,237,0,0,,,,,,,,
L9253780,237,1,2,-55.65604490909092,125.92459022727276,32.080091110163316,14.52136533659807,137.67569777861777,44.0,,
L9253780,237,2,2,59.887648360000014,-125.88638619999998,19.343901727728063,7.577117326304115,139.4055689582972,25.0,,
L9253780,238,0,0,,,,,,,,
L9253780,238,1,1,-111.49321157142856,-32.820313000000006,3.7467860333219782,11.840391813423892,116.22353105946016,7.0,1.0,28.02457995094476
L9253780,238,3,2,61.84960658333333,126.34896150000002,4.100549141014431,4.183867649624332,140.67492280659548,12.0,,
L9253780,238,4,2,122.72509555555555,-32.406035777777774,6.1805917587075285,9.291010701810654,126.9314784990345,9.0,,
L9230500,623,0,0,,,,,,,,
L9230500,623,1,2,121.6981462857143,-0.783802,5.100741573218513,7.194760605109832,121.700670314318,7.0,,
L9230500,624,0,0,,,,,,,,
L9230500,624,1,2,-38.55551445454546,-35.42543109090909,0.1587368324854988,2.13507124418578,52.35922901295828,11.0,,
L9230990,648,0,0,,,,,,,,
L9230990,648,1,2,-41.7975455,-102.77855016666666,0.02837456502803748,7.0016261263895645,110.95253572670876,6.0,,
L9230990,649,0,0,,,,,,,,
L9230990,649,1,2,63.83577204999999,-75.75608154999999,370.8851794806639,31.63990561027166,99.0655827471368,20.0,,
L9232300,700,0,0,,,,,,,,
L9232300,701,0,0,,,,,,,,
L9245990,832,0,0,,,,,,,,
L9245990,834,0,0,,,,,,,,
L9230910,18,0,0,,,,,,,,
L9230910,18,1,1,-117.40279504347825,65.71250589130433,24.75470789001155,17.012114963589127,134.54199981617512,46.0,1.0,112.75493518286605
L9230910,18,2,2,-53.0705292076923,130.9270757410257,0.7478577774734975,1.4942843567183177,141.27413150496025,390.0,,
L9230910,20,0,0,,,,,,,,
L9250710,78,0,0,,,,,,,,
L9250710,80,0,0,,,,,,,,
L9250710,80,1,2,16.647522022727273,-46.45691259090907,95.91380565377149,14.689339660131388,49.34961719179345,44.0,,
L9250710,86,0,0,,,,,,,,
L9250710,86,1,1,-21.41831664013839,-110.56772896193777,110.08376365693104,23.677961251353565,112.62311918739314,289.0,1.0,67.58171949274757
L9250710,88,0,0,,,,,,,,
L9250710,88,1,2,-0.46522733333333344,3.8557623333333333,0.32667523377249996,5.433108002505473,3.883727544876514,6.0,,
L9271390,511,0,0,,,,,,,,
L9271390,511,1,2,39.17845083333333,-113.57381149999999,69.77400801768314,15.238039860294531,120.1414236154102,6.0,,
L9271390,537,0,0,,,,,,,,
L9286140,33,0,0,,,,,,,,
L9286140,34,0,0,,,,,,,,
L9286140,34,1,2,-141.51530742857145,27.760358857142855,37.12025492672246,12.626272348081596,144.21241195015233,7.0,,
L9286140,34,10,2,107.38374635294117,-41.030002823529415,373.92096181360694,32.578041739679335,114.95533964323553,17.0,,
L9286140,34,11,2,143.42071735714288,-31.18018985714286,0.07955376273101063,1.0328321882847127,146.77093175000607,14.0,,
L9286140,34,2,2,-90.63683557142859,-94.62514942857145,244.14646451654372,26.79220720457536,131.03035856923256,14.0,,
L9286140,34,3,2,-58.600824,-99.71708935294116,215.3567063200638,26.163493650854896,115.66137852585636,17.0,,
L9286140,34,4,2,-41.206830777777775,-34.32605588888888,140.20549801844746,15.772762590967062,53.63097067586542,9.0,,
L9286140,34,5,3,15.592980473913043,-130.46538894782614,1484.1462906662946,76.3756382029007,131.3939068350104,230.0,,
L9286140,34,6,2,-30.84862216666667,-98.60929666666668,66.83287983928545,13.795076186252327,103.32197674588132,6.0,,
L9286140,34,7,2,-19.686893875000003,-36.452568625,116.5974890798155,20.272757878918053,41.42901820953336,8.0,,
L9286140,34,8,3,52.615689570895555,-92.69351760820895,3364.233867617691,125.13284343754371,106.58564160150367,268.0,,
L9286140,34,9,2,47.80379383333334,-37.69114116666667,29.73348171430798,13.104262789761547,60.87548625929351,6.0,,
L9205220,449,0,0,,,,,,,,
L9205220,457,0,0,,,,,,,,
L9205220,457,1,2,-49.424823833333335,-8.992042083333333,16.9548469149815,6.254807279856437,50.236142684171845,12.0,,
L9205220,457,2,2,-31.923743733333335,41.10764213333333,33.46325067543247,9.84731815677933,52.04770557588241,15.0,,
L9205190,552,0,0,,,,,,,,
L9205190,552,2,2,-10.33738057142857,-47.211780142857144,46.022782158456046,8.956875214945223,48.33025575492053,7.0,,
L9205190,552,3,2,81.00210343401027,-62.90391458883247,1.1578104665205031,1.3138386573735044,102.55848688106327,1970.0,,
L9205190,574,0,0,,,,,,,,
L9205190,574,1,2,42.600987194915255,114.44264807627127,3.616514824517007,3.365327192774734,122.11455199398067,118.0,,
L9205190,80,0,0,,,,,,,,
L9205190,80,1,2,62.10319832103323,89.21393775276746,3.0536142302074873,2.9541761284100927,108.70112203218628,271.0,,
L9256910,444,0,0,,,,,,,,
L9256910,444,1,2,-142.6523005,30.5947431,3.201178557560953,4.278396746321807,145.89625472676568,10.0,,
L9256910,445,0,0,,,,,,,,
L9205190,132,0,0,,,,,,,,
L9205190,132,1,2,81.08780980546956,-62.801803422600635,1.1391724215869994,1.2034861604472233,102.56363591536221,1938.0,,
L9245580,77,0,0,,,,,,,,
L9245580,77,1,2,37.23586658367682,33.01924993652099,14.775841429221515,8.371173543934026,49.76726460845343,1213.0,,
L9245580,78,0,0,,,,,,,,
L9123560,181,0,0,,,,,,,,
L9123560,181,1,2,93.86993477777779,-109.37131933333335,5.677905976057467,3.9688774854542994,144.13067039287034,9.0,,
L9123560,181,2,2,137.9345111,-43.700094699999994,49.021144721300395,14.125374251089031,144.69149121211308,20.0,,
L9123560,182,0,0,,,,,,,,
L9123560,182,1,2,94.10698758333332,108.58704516666666,18.44641849045895,5.8200627677152115,143.69158461801914,12.0,,
L9271800,15,0,0,,,,,,,,
L9271800,30,0,0,,,,,,,,
L9271800,30,2,1,12.115291639999999,-107.76273787999999,80.0951193926339,24.64809580264642,108.44163391850861,25.0,1.0,101.17256039643492
L9271800,30,4,1,77.005093625,-102.02022175,0.11528872567695336,6.532926485032257,127.81983449415897,8.0,1.0,123.917025955566
L9196080,133,0,0,,,,,,,,
L9196080,133,1,2,88.31583400000002,-7.603272400000002,0.27591401888100175,1.7631043523685714,88.6425196297136,10.0,,
L9196080,170,0,0,,,,,,,,
L9193820,455,0,0,,,,,,,,
L9193820,456,0,0,,,,,,,,
L9193820,456,1,2,143.42103371739128,-30.22692071739131,0.3770552734580303,2.630584633427519,146.5716877456917,46.0,,
L9193820,457,0,0,,,,,,,,
L9193820,457,1,2,-30.477304225000005,-139.7909429,5.396774994802063,6.214906927250718,143.07471401227494,40.0,,
L9193820,457,2,2,69.91657612499998,-118.98631639062502,22.326705850217976,7.22114632639792,138.00750380052833,64.0,,
L9193820,458,0,0,,,,,,,,
L9193820,458,2,2,143.3807119090909,-30.409519909090907,0.35731757573400974,1.8290902804599392,146.57000869434074,11.0,,
L9192950,470,0,0,,,,,,,,
L9192950,470,2,2,142.55630050000002,-27.600432,17.30539158532855,8.845532633863035,145.20359037858853,6.0,,
L9192950,488,0,0,,,,,,,,
L9192950,493,0,0,,,,,,,,
L9192950,493,1,2,34.733534666666664,36.223174,0.024587025280995073,2.948077490076031,50.18502530710541,6.0,,
L9192950,505,0,0,,,,,,,,
L9236220,238,0,0,,,,,,,,
L9236220,238,1,2,41.96542754,105.3674883,0.12851072842297145,3.324133129098334,113.4169506699313,50.0,,
L9236220,238,2,2,103.03245755319148,89.61598795744682,4.1042701752444355,5.191942161647886,136.55296630626322,47.0,,
L9236220,240,0,0,,,,,,,,
L9236220,240,1,2,101.22856883333334,76.00593066666666,32.07864075230453,9.832085282043543,126.58643151835446,6.0,,
L9176840,733,0,0,,,,,,,,
L9176840,733,1,2,84.6013844117647,-64.07475023529412,0.45826326945149387,1.2775287750035242,106.12713065989539,17.0,,
L9176840,735,0,0,,,,,,,,
L9193070,2,0,0,,,,,,,,
L9193070,3,0,0,,,,,,,,
L9193070,3,1,2,-55.59989375510204,106.40445586326527,260.69843911066016,21.145656373120282,120.0552223484518,490.0,,
L9236310,676,0,0,,,,,,,,
L9236310,678,0,0,,,,,,,,
H9216330,355,0,0,,,,,,,,
H9216330,355,1,2,-27.616669008547007,-86.04674692307692,0.3358204783414998,1.0580350975369466,90.3699234434316,117.0,,
H9216330,356,0,0,,,,,,,,
L9213400,706,0,0,,,,,,,,
L9213400,707,0,0,,,,,,,,
L9261530,226,0,0,,,,,,,,
L9261530,227,0,0,,,,,,,,
L9261530,227,2,2,100.58579118181818,-13.72183490909091,0.062008609525000175,2.3808825075582822,101.51743762006937,11.0,,
L9261530,227,3,2,114.47211390625,-14.682663843750007,0.36507687280200973,2.7971072498896152,115.40990200027916,32.0,,
L9250730,45,0,0,,,,,,,,
L9250730,46,0,0,,,,,,,,
L9262380,379,0,0,,,,,,,,
L9262380,379,2,2,-45.87451463522011,21.4364520220126,355.98111714662656,22.415351112217646,50.635882221099614,318.0,,
L9262380,380,0,0,,,,,,,,
L9262380,380,1,2,-66.58155603448273,122.97772711494257,5.455911961523977,8.456395595639124,139.84500337992145,174.0,,
L9262010,326,0,0,,,,,,,,
L9262010,326,1,2,2.3504475945945944,91.54873659459459,3.982391553805498,2.8772108861412944,91.57890464490934,37.0,,
L9262010,327,0,0,,,,,,,,
L9221230,490,0,0,,,,,,,,
L9221230,492,0,0,,,,,,,,
L9265260,678,0,0,,,,,,,,
L9265260,680,0,0,,,,,,,,
L9265260,680,1,2,-0.42028399999999994,25.446879166666665,62.76652467732353,15.37911694263653,25.450349662894418,6.0,,
L9265470,710,0,0,,,,,,,,
L9265470,710,1,1,-0.8560045,3.2516175,12.390909403408,9.199680194904602,3.362403912430287,8.0,0.0,
L9265470,710,2,1,5.4451996666666655,95.40486052380953,16.25082810010748,12.288917292045246,95.56012563290935,21.0,0.0,
L9265470,712,0,0,,,,,,,,
L9244180,1,0,0,,,,,,,,
L9244180,1,1,2,-119.4529655,-32.331069375,0.02794029395703812,8.706150462020965,123.75099601084128,8.0,,
L9244180,1,2,2,1.8290689090909091,9.661992727272727,103.4549586342045,16.41526063375617,9.833595300604662,11.0,,
L9244180,1,3,2,16.345182777777776,-129.11938655555554,147.27401389096087,15.507648565646068,130.1498405090146,9.0,,
L9244180,1,4,2,31.213930666666666,-24.58905466666667,21.701348274288534,10.305424171996904,39.73576571633917,6.0,,
L9244180,1,5,2,48.68125799999999,16.439515666666665,39.86420767120146,12.77033848666608,51.382122920497764,6.0,,
L9244180,2,0,0,,,,,,,,
L9244180,2,1,2,90.56699442857143,80.27276114285715,20.69848503358997,12.595482839311714,121.02105875145485,7.0,,
L9154030,902,0,0,,,,,,,,
L9154030,904,0,0,,,,,,,,
L9184680,429,0,0,,,,,,,,
L9184680,430,0,0,,,,,,,,
H9216350,557,0,0,,,,,,,,
H9216350,560,0,0,,,,,,,,
L9166110,183,0,0,,,,,,,,
L9166110,184,0,0,,,,,,,,
L9166110,184,1,1,117.774335,6.649791333333333,15.664591217980007,11.205214498818748,117.96191635213926,6.0,1.0,82.63483316550258
L9274940,776,0,0,,,,,,,,
L9274940,776,1,2,-58.268285125,-116.838572625,6.4604070697950355,3.7334915853581365,130.56203546381963,8.0,,
L9274940,777,0,0,,,,,,,,
L9274940,777,1,2,-25.235177272727277,111.14027181818183,0.1324485555024999,7.146448514632299,113.96918088591018,11.0,,
L9231940,409,0,0,,,,,,,,
L9230920,429,0,0,,,,,,,,
L9230920,429,1,2,25.772992979166663,46.01269266666669,131.27952959372854,21.35570498328625,52.73912260875503,48.0,,
L9230920,430,0,0,,,,,,,,
L9231940,441,0,0,,,,,,,,
L9214660,603,0,0,,,,,,,,
L9214660,604,0,0,,,,,,,,
L9235850,104,0,0,,,,,,,,
L9235850,105,0,0,,,,,,,,
L9210320,27,0,0,,,,,,,,
L9210320,27,2,2,-1.1171580714285716,-1.2414634999999998,4.463869955987501,3.4404953446749498,1.6701119059482976,14.0,,
L9210320,27,3,2,44.859334999999994,54.651220714285714,5.751780347655005,5.995927128282997,70.70442604394577,7.0,,
L9210320,28,0,0,,,,,,,,
L9210320,28,1,2,-142.12836033333335,-30.14596833333333,2.581937066763539,6.566975405842852,145.29022753714779,6.0,,
L9210320,28,2,2,3.9020278035714284,133.66914501785718,7.366150274314982,5.578710977038331,133.72608627633122,56.0,,
L9210320,28,3,2,73.44880276923075,-40.34831203846154,77.6702679881646,15.37297271309944,83.80162834090052,26.0,,
L9236650,331,0,0,,,,,,,,
L9236650,332,0,0,,,,,,,,
L9222200,1,0,0,,,,,,,,
L9222200,2,0,0,,,,,,,,
L9222200,2,2,1,82.13009082486394,-61.012679959165176,3.955520085412468,7.692883048022813,102.31275059688267,1102.0,1.0,31.058656870657202
L9223050,53,0,0,,,,,,,,
L9223050,54,0,0,,,,,,,,
L9220920,182,0,0,,,,,,,,
L9220920,183,0,0,,,,,,,,
L9230220,237,0,0,,,,,,,,
L9230220,237,1,2,60.66994404761905,126.07862323809525,15.364824361835513,6.333895764785044,139.91662284501723,21.0,,
L9230220,238,0,0,,,,,,,,
L9230220,238,1,2,-14.034946299999998,20.368789,0.03546954738200214,7.86933266445904,24.735951224289003,10.0,,
L9230220,238,2,2,79.17153395617524,-45.69842106742269,12.820749696974035,4.742820925107016,91.41377071879964,3263.0,,
L9252310,120,0,0,,,,,,,,
L9252310,120,2,2,-8.1546097,67.9174745,0.5292187509500024,2.9105085017463854,68.40527027808226,10.0,,
L9252310,120,3,2,81.60055455946147,-61.80066800523561,1.410518014827,2.2195499058703425,102.36197082073498,1337.0,,
L9252310,121,0,0,,,,,,,,
L9253760,197,0,0,,,,,,,,
L9253760,197,1,2,-60.07401068115942,97.90329217391302,0.39002682842801056,4.424637375613974,114.86488313584198,69.0,,
L9253760,198,0,0,,,,,,,,
L9241560,357,0,0,,,,,,,,
L9241560,357,2,2,28.572502619047615,29.624130571428573,17.34571584022399,5.37500306564573,41.15795206310114,21.0,,
L9241560,358,0,0,,,,,,,,
L9241560,358,1,2,1.2268048000000003,-64.15729268000001,67.95409281932153,13.074263351595757,64.16902098399575,25.0,,
L9241560,358,2,1,55.574227224452585,-107.97958204744528,138.49703881647935,24.949962319635077,121.44169329656127,548.0,1.0,72.99686038367497
L9241560,359,0,0,,,,,,,,
L9241560,359,3,2,-4.008445166666667,-129.07828233333336,24.549422753115977,12.413356786319547,129.14050721124605,6.0,,
L9241560,359,4,2,4.459032666666666,-137.79578833333332,4.173879106549932,5.414620575635657,137.86791597296013,3.0,,
L9241560,359,5,1,120.75752585714284,25.942658,25.215306106164235,9.97025645589967,123.51275867392602,7.0,1.0,122.01877890037228
L9241560,360,0,0,,,,,,,,
L9241560,360,1,2,-25.954137428571425,-56.781358714285716,78.07646293440749,15.637230504581108,62.43188245681498,7.0,,
L9241560,360,2,1,0.012712400000000023,-1.1811859999999998,18.750749803304505,12.07540307413446,1.181254406006496,10.0,1.0,0.6191231974225337
L9241560,360,3,2,46.6483350754717,-139.78714143396226,8.337902370058414,9.753350340182633,147.36523360546087,53.0,,
L9196060,27,0,0,,,,,,,,
L9196060,27,1,2,-0.9161342500000003,-3.470588833333334,8.9308946318955,6.928334678942697,3.5894691549142883,12.0,,
L9196060,28,0,0,,,,,,,,
L9196060,28,1,2,-0.9963171666666666,2.9933558333333337,2.9270868092774993,4.337077809973554,3.1548101435023614,6.0,,
L9202020,555,0,0,,,,,,,,
L9202020,556,0,0,,,,,,,,
L9202020,557,0,0,,,,,,,,
L9202020,560,0,0,,,,,,,,
L9246850,586,0,0,,,,,,,,
L9246850,624,0,0,,,,,,,,
L9246850,624,2,2,103.78967790000002,94.5445695,4.802385505515039,3.507556378752175,140.39577223166688,10.0,,
L9246850,627,0,0,,,,,,,,
L9246850,627,1,2,105.30920075,-93.64307775,0.686862854033998,4.034034557355819,140.92215501153942,8.0,,
L9246850,645,0,0,,,,,,,,
L9232830,1,0,0,,,,,,,,
L9232830,2,0,0,,,,,,,,
L9243800,20,0,0,,,,,,,,
L9243800,20,1,2,41.0220180612245,-35.761821693877536,95.78408780426608,23.990207994747273,54.42163041181438,49.0,,
L9243800,20,2,2,116.69345300000002,30.805345333333335,0.9968076434090043,2.198119000000233,120.69105714247901,6.0,,
L9243800,20,3,1,117.92992533333332,-34.52599833333334,12.892618520640518,11.398323696941146,122.88007100436957,6.0,1.0,53.44446295463096
L9243800,45,0,0,,,,,,,,
L9243800,45,1,2,-45.560621299999994,-125.77294329999998,0.020241456329977398,2.3060361117851147,133.77071233863944,10.0,,
L9243800,45,2,2,84.15449834042552,-66.88602382978723,0.6737396122554696,7.697882092144085,107.49753380746716,47.0,,
L9246470,160,0,0,,,,,,,,
L9246470,160,1,2,-52.03264065217392,-119.328475,0.18743997490899109,3.0844782753088,130.17941710986375,23.0,,
L9246470,160,2,2,-39.810694250000005,-102.757202875,1.1004459275275442,9.143093911509666,110.19951959677906,8.0,,
L9246470,161,0,0,,,,,,,,
L9246470,161,4,2,55.01322354166667,52.73050008333333,0.09387589460699938,1.5264853644437546,76.20341464451448,24.0,,
L9202790,576,0,0,,,,,,,,
L9202790,576,1,2,-31.705342811320783,134.3758672129381,6.770266958510474,6.84948116176993,138.06557301518922,371.0,,
L9202790,577,0,0,,,,,,,,
L9202790,577,1,2,9.269139500000001,-56.5009601875,28.31423346148746,9.277047309679995,57.25622629181843,16.0,,
L9173750,477,0,0,,,,,,,,
L9173750,477,1,1,-118.03440883333332,-29.359381833333334,23.099675425961514,12.883546965935427,121.63097866197549,6.0,1.0,58.91404775396578
L9173750,484,0,0,,,,,,,,
L9201280,226,0,0,,,,,,,,
L9201280,227,0,0,,,,,,,,
L9201280,227,1,1,-0.4992858333333334,-5.078601333333332,0.18688148953200018,7.457627037715481,5.103085130222938,6.0,1.0,0.5931972603229293
L9201250,228,0,0,,,,,,,,
L9201250,229,0,0,,,,,,,,
L9194650,401,0,0,,,,,,,,
L9194650,401,1,2,-139.29037399999999,-19.202174142857142,7.997943731564975,4.677336327070999,140.6077230484602,7.0,,
L9194650,401,2,2,-126.45857782857148,-62.81355364761904,91.97710196637765,16.27713298872365,141.1995553401893,105.0,,
L9194650,402,0,0,,,,,,,,
L9194650,402,1,2,128.6491323333333,67.379628,4.749659651260985,4.142825913599816,145.2260772710531,6.0,,
L9194650,402,2,2,142.2883171666667,29.851842083333334,9.010406765375508,5.249626580880771,145.38602985806514,12.0,,
L9173750,221,0,0,,,,,,,,
L9173750,241,0,0,,,,,,,,
L9173750,241,1,2,36.702306697574876,-11.481588209700442,1.6835546624495032,4.139908595531671,38.45628927418741,701.0,,
L9225930,310,0,0,,,,,,,,
L9225930,310,1,2,0.19961009090909093,3.3599132727272734,17.0532728160345,8.32329209890876,3.365837397831575,11.0,,
L9225930,310,2,2,24.401782988795542,-46.265880476190496,506.1020005040681,34.21516849344028,52.30658380423459,357.0,,
L9225930,311,0,0,,,,,,,,
L9225930,311,1,2,-115.585082,-16.3307685,91.001308718313,16.00885954191321,116.73305093565968,8.0,,
L9225930,311,2,2,0.7198566666666665,-6.8634501666666665,29.648828735152993,13.85413384001977,6.901097145444421,6.0,,
L9191270,436,0,0,,,,,,,,
L9191270,437,0,0,,,,,,,,
L9226320,526,0,0,,,,,,,,
L9226320,526,1,2,-121.82080946107789,30.4553897245509,682.4705353803821,43.165946244179246,125.57006164299882,167.0,,
L9226320,526,10,2,60.19474254838706,110.70405472043007,0.05308989765798317,3.2539752912254856,126.01108983740508,93.0,,
L9226320,526,2,2,-116.67006768750002,-54.745546062500004,217.6690769785016,23.002935003851682,128.8758298048441,32.0,,
L9226320,526,3,2,-87.94205914285715,90.5609097857143,39.06623472007154,9.468309301951702,126.23424316524446,14.0,,
L9226320,526,4,2,-84.43415427848103,-46.46548884810126,0.022065138963505513,2.1136186194668594,96.37514234809389,79.0,,
L9226320,526,5,2,-54.472243750000004,88.56854944117644,0.0197501684849992,2.171373010843135,103.97890790575525,68.0,,
L9226320,526,6,1,-0.2287157551020407,-1.2435549931972796,0.16084624977899875,9.037015699265826,1.2644128747121262,147.0,0.0,
L9226320,526,7,2,16.812505730337076,43.34442366292137,0.02357193060801467,2.1689245979415697,46.49085298855502,89.0,,
L9226320,526,8,2,16.800212453488367,-113.82807962790697,0.024009570182987463,2.111217747004082,115.06119610998087,86.0,,
L9226320,527,0,0,,,,,,,,
L9226320,527,1,2,-93.49465291666667,-113.30072866666667,1.0007437054244952,2.0466556375416474,146.8955589539915,12.0,,
L9226320,528,0,0,,,,,,,,
L9226320,528,3,2,82.11195475000001,1.7053930833333333,7.475941547176992,5.734328714444343,82.12966259783812,12.0,,
L9226320,528,4,2,91.45509049999998,109.9720208,5.013039428693968,4.336808959448396,143.03104186573913,10.0,,
L9262410,302,0,0,,,,,,,,
L9262410,302,1,2,-1.0291587499999997,-1.9575955,7.139349131905,6.666699288992793,2.2116391826701327,12.0,,
L9262410,303,0,0,,,,,,,,
L9261740,327,0,0,,,,,,,,
L9261740,327,2,2,43.745890659701516,-120.402052477612,3.7607111163009987,4.510912167549388,128.1029164009633,335.0,,
